User_ID,Feature,Interaction_Count,Total_Interaction_Time_Minutes,Timestamp,ID_Date
59,Feature B,72,168.3,2025-03-22 11:57:47,20250322
59,Feature C,63,294.0,2025-03-08 06:09:13,20250308
60,Feature A,58,265.3,2025-02-24 12:25:17,20250224
60,Feature B,98,214.1,2025-02-14 12:32:49,20250214
60,Feature C,50,185.1,2025-02-27 06:32:41,20250227
61,Feature A,78,153.8,2025-01-20 10:30:58,20250120
61,Feature B,91,284.1,2025-03-19 20:24:57,20250319
61,Feature C,84,159.0,2025-01-14 23:49:16,20250114
62,Feature A,53,114.2,2025-03-06 15:41:30,20250306
62,Feature B,12,56.9,2025-01-03 02:44:22,20250103
62,Feature C,8,30.3,2025-03-09 17:19:28,20250309
63,Feature A,49,105.4,2025-01-01 10:35:29,20250101
63,Feature B,83,99.8,2025-01-14 00:25:22,20250114
63,Feature C,94,230.6,2025-03-21 22:03:04,20250321
64,Feature A,97,388.4,2025-01-28 05:34:29,20250128
64,Feature B,11,40.0,2025-02-02 09:04:17,20250202
64,Feature C,85,114.6,2025-02-07 01:22:20,20250207
65,Feature A,54,141.4,2025-02-06 14:50:41,20250206
65,Feature B,26,69.1,2025-01-02 18:54:42,20250102
65,Feature C,13,30.8,2025-03-24 04:18:53,20250324
66,Feature A,39,136.9,2025-01-04 06:31:18,20250104
66,Feature B,21,78.4,2025-01-26 05:36:33,20250126
66,Feature C,2,3.4,2025-03-23 01:20:10,20250323
67,Feature A,66,261.0,2025-03-28 16:35:05,20250328
67,Feature B,66,192.2,2025-01-25 03:03:48,20250125
67,Feature C,7,28.6,2025-01-18 09:41:45,20250118
68,Feature A,44,55.9,2025-01-01 17:36:25,20250101
68,Feature B,4,9.5,2025-01-13 18:52:57,20250113
68,Feature C,89,179.4,2025-01-14 05:26:25,20250114
69,Feature A,47,48.3,2025-02-07 09:21:10,20250207
69,Feature B,17,18.3,2025-02-17 02:27:53,20250217
69,Feature C,50,106.3,2025-01-24 16:49:15,20250124
70,Feature A,70,84.4,2025-02-01 22:50:54,20250201
70,Feature B,51,183.4,2025-01-08 23:06:19,20250108
70,Feature C,63,184.7,2025-03-06 18:02:26,20250306
71,Feature A,37,63.3,2025-03-11 10:53:48,20250311
71,Feature B,24,95.3,2025-02-15 18:29:41,20250215
71,Feature C,38,118.7,2025-03-28 16:41:07,20250328
72,Feature A,33,140.4,2025-02-21 20:44:58,20250221
72,Feature B,50,89.4,2025-03-19 07:57:48,20250319
72,Feature C,53,264.4,2025-03-24 01:16:32,20250324
73,Feature A,61,125.6,2025-01-12 07:46:09,20250112
73,Feature B,30,41.1,2025-03-01 15:51:50,20250301
73,Feature C,57,62.8,2025-01-30 21:30:38,20250130
74,Feature A,16,74.1,2025-01-18 05:01:57,20250118
74,Feature B,59,171.4,2025-02-18 18:36:04,20250218
74,Feature C,14,63.2,2025-02-08 03:20:35,20250208
75,Feature A,17,35.2,2025-02-19 06:58:47,20250219
75,Feature B,31,103.2,2025-01-02 05:27:51,20250102
75,Feature C,79,123.8,2025-03-27 07:01:31,20250327
76,Feature A,54,79.6,2025-01-14 20:52:59,20250114
76,Feature B,69,93.6,2025-01-28 05:33:16,20250128
76,Feature C,18,18.2,2025-03-05 04:41:37,20250305
77,Feature A,30,104.9,2025-01-21 12:51:56,20250121
77,Feature B,61,218.6,2025-03-11 10:03:59,20250311
77,Feature C,77,290.5,2025-02-01 15:05:12,20250201
78,Feature A,87,294.9,2025-02-17 18:37:54,20250217
78,Feature B,17,30.7,2025-03-24 22:59:01,20250324
78,Feature C,37,169.8,2025-03-28 01:20:46,20250328
79,Feature A,68,79.4,2025-01-14 20:37:43,20250114
79,Feature B,20,21.0,2025-01-16 18:33:02,20250116
79,Feature C,45,144.3,2025-02-09 02:04:42,20250209
80,Feature A,39,166.3,2025-02-03 01:05:42,20250203
80,Feature B,95,264.4,2025-02-26 05:11:44,20250226
80,Feature C,97,277.2,2025-03-25 13:56:29,20250325
81,Feature A,32,70.1,2025-03-09 19:34:31,20250309
81,Feature B,77,117.1,2025-02-24 09:16:35,20250224
81,Feature C,72,149.6,2025-01-31 17:10:49,20250131
82,Feature A,88,141.6,2025-01-21 01:24:35,20250121
82,Feature B,43,55.3,2025-03-09 10:16:00,20250309
82,Feature C,82,301.6,2025-02-04 17:27:03,20250204
83,Feature A,58,108.3,2025-01-12 10:17:53,20250112
83,Feature B,9,22.6,2025-01-31 23:11:24,20250131
83,Feature C,4,15.6,2025-01-27 08:12:44,20250127
84,Feature A,12,26.8,2025-03-10 11:52:55,20250310
84,Feature B,24,75.5,2025-03-10 18:45:51,20250310
84,Feature C,88,124.7,2025-03-24 11:54:46,20250324
85,Feature A,84,168.4,2025-03-25 22:51:57,20250325
85,Feature B,79,282.5,2025-01-01 18:07:43,20250101
85,Feature C,80,260.7,2025-01-05 02:11:20,20250105
86,Feature A,10,24.8,2025-01-26 23:29:14,20250126
86,Feature B,65,154.5,2025-02-04 03:13:56,20250204
86,Feature C,1,4.2,2025-01-10 14:35:45,20250110
87,Feature A,66,215.0,2025-03-05 00:14:26,20250305
87,Feature B,1,3.9,2025-03-26 18:49:09,20250326
87,Feature C,29,138.7,2025-01-30 03:25:03,20250130
88,Feature A,18,23.0,2025-01-23 05:43:36,20250123
88,Feature B,53,147.7,2025-03-14 13:51:41,20250314
88,Feature C,22,33.4,2025-03-18 06:53:39,20250318
89,Feature A,15,21.6,2025-03-10 14:15:47,20250310
89,Feature B,7,14.2,2025-02-12 17:13:11,20250212
89,Feature C,45,73.6,2025-02-09 22:42:59,20250209
90,Feature A,29,31.6,2025-01-04 20:37:15,20250104
90,Feature B,97,207.5,2025-01-30 01:55:15,20250130
90,Feature C,64,279.7,2025-02-10 07:18:26,20250210
91,Feature A,49,51.5,2025-03-26 07:56:27,20250326
91,Feature B,10,34.1,2025-02-16 09:44:13,20250216
91,Feature C,3,12.3,2025-02-27 06:09:31,20250227
92,Feature A,61,143.8,2025-02-24 18:37:00,20250224
92,Feature B,61,184.7,2025-02-04 04:26:17,20250204
92,Feature C,57,178.6,2025-03-06 05:00:02,20250306
93,Feature A,64,126.3,2025-03-01 22:19:35,20250301
93,Feature B,29,57.5,2025-01-02 06:41:08,20250102
93,Feature C,23,80.3,2025-02-12 11:32:33,20250212
94,Feature A,58,264.3,2025-02-07 08:27:08,20250207
94,Feature B,36,134.7,2025-02-22 01:57:06,20250222
94,Feature C,35,76.3,2025-02-06 02:39:04,20250206
95,Feature A,58,105.9,2025-01-16 15:46:25,20250116
95,Feature B,56,226.2,2025-03-06 05:01:32,20250306
95,Feature C,57,263.3,2025-03-16 02:11:51,20250316
96,Feature A,64,185.2,2025-02-13 08:28:18,20250213
96,Feature B,81,100.5,2025-03-04 06:12:26,20250304
96,Feature C,48,176.1,2025-03-24 06:18:02,20250324
97,Feature A,53,161.3,2025-03-22 07:57:30,20250322
97,Feature B,48,56.8,2025-03-04 23:46:23,20250304
97,Feature C,91,291.7,2025-02-15 04:08:44,20250215
98,Feature A,54,207.0,2025-02-01 07:36:48,20250201
98,Feature B,18,84.5,2025-02-28 03:29:53,20250228
98,Feature C,20,44.3,2025-01-15 20:54:02,20250115
99,Feature A,60,260.0,2025-01-15 09:23:22,20250115
99,Feature B,43,183.4,2025-03-30 09:38:06,20250330
99,Feature C,64,113.9,2025-03-12 08:55:19,20250312
100,Feature A,55,253.7,2025-03-05 20:24:38,20250305
100,Feature B,16,46.8,2025-01-10 19:16:30,20250110
100,Feature C,25,76.0,2025-02-26 23:07:19,20250226
101,Feature A,40,91.8,2025-03-13 17:38:22,20250313
101,Feature B,13,23.9,2025-01-08 04:31:01,20250108
101,Feature C,6,20.9,2025-03-20 23:51:44,20250320
102,Feature A,67,329.5,2025-03-27 07:52:04,20250327
102,Feature B,99,471.9,2025-01-27 10:34:41,20250127
102,Feature C,41,198.9,2025-01-04 19:25:16,20250104
103,Feature A,74,186.9,2025-01-17 23:11:09,20250117
103,Feature B,70,229.9,2025-03-07 03:36:08,20250307
103,Feature C,82,282.7,2025-02-10 17:35:55,20250210
104,Feature A,65,84.9,2025-03-05 06:45:31,20250305
104,Feature B,98,413.8,2025-01-10 19:54:59,20250110
104,Feature C,67,201.8,2025-02-02 15:43:35,20250202
105,Feature A,26,111.8,2025-03-09 15:34:07,20250309
105,Feature B,87,186.2,2025-03-21 18:21:57,20250321
105,Feature C,46,109.7,2025-01-25 12:18:47,20250125
106,Feature A,29,35.0,2025-02-04 23:03:15,20250204
106,Feature B,76,86.1,2025-03-23 19:35:50,20250323
106,Feature C,100,431.6,2025-02-03 03:19:05,20250203
107,Feature A,49,139.4,2025-02-04 01:25:40,20250204
107,Feature B,71,315.4,2025-01-16 21:49:49,20250116
107,Feature C,32,64.9,2025-03-17 16:08:01,20250317
108,Feature A,91,130.6,2025-02-01 20:12:28,20250201
108,Feature B,87,243.5,2025-01-21 15:26:06,20250121
108,Feature C,98,100.4,2025-03-17 15:53:15,20250317
109,Feature A,63,299.8,2025-03-12 17:17:20,20250312
109,Feature B,72,285.5,2025-03-08 00:04:07,20250308
109,Feature C,74,194.8,2025-01-30 18:25:10,20250130
110,Feature A,72,85.2,2025-01-26 20:03:35,20250126
110,Feature B,33,45.1,2025-02-17 13:25:25,20250217
110,Feature C,71,344.7,2025-02-07 06:40:32,20250207
111,Feature A,20,77.8,2025-03-09 18:07:16,20250309
111,Feature B,36,42.3,2025-03-19 08:07:32,20250319
111,Feature C,85,339.4,2025-02-25 18:49:35,20250225
112,Feature A,21,42.9,2025-01-25 06:42:16,20250125
112,Feature B,19,87.2,2025-02-20 07:16:52,20250220
112,Feature C,95,411.1,2025-03-23 13:12:09,20250323
113,Feature A,70,137.5,2025-01-17 02:22:29,20250117
113,Feature B,6,10.0,2025-03-05 09:53:27,20250305
113,Feature C,45,210.8,2025-01-27 08:11:24,20250127
114,Feature A,74,239.2,2025-03-13 08:37:00,20250313
114,Feature B,61,208.5,2025-02-07 02:16:39,20250207
114,Feature C,16,36.3,2025-01-06 11:33:12,20250106
115,Feature A,100,372.3,2025-01-15 13:17:42,20250115
115,Feature B,93,286.6,2025-02-10 18:34:44,20250210
115,Feature C,4,12.9,2025-03-11 16:25:17,20250311
116,Feature A,55,223.7,2025-01-13 07:31:43,20250113
116,Feature B,87,187.3,2025-01-06 01:23:03,20250106
116,Feature C,93,233.2,2025-01-28 02:37:40,20250128
117,Feature A,25,122.7,2025-02-16 17:22:34,20250216
117,Feature B,86,257.8,2025-03-29 20:12:12,20250329
117,Feature C,27,36.0,2025-01-18 14:08:09,20250118
118,Feature A,13,54.9,2025-01-29 05:15:37,20250129
118,Feature B,8,39.2,2025-03-17 20:56:06,20250317
118,Feature C,53,222.2,2025-02-13 10:47:34,20250213
119,Feature A,61,165.8,2025-03-22 06:20:34,20250322
119,Feature B,75,321.9,2025-02-14 05:14:14,20250214
119,Feature C,39,187.9,2025-03-19 13:41:36,20250319
120,Feature A,65,318.0,2025-03-12 06:33:01,20250312
120,Feature B,0,0.0,2025-03-12 01:13:32,20250312
120,Feature C,94,316.4,2025-03-02 21:57:13,20250302
121,Feature A,70,345.6,2025-02-02 06:36:12,20250202
121,Feature B,92,333.0,2025-02-07 21:52:55,20250207
121,Feature C,71,223.2,2025-03-04 20:34:32,20250304
122,Feature A,47,62.3,2025-02-20 02:41:48,20250220
122,Feature B,25,92.4,2025-02-26 06:32:25,20250226
122,Feature C,72,80.1,2025-01-11 09:02:27,20250111
123,Feature A,43,47.8,2025-02-11 05:59:24,20250211
123,Feature B,65,313.9,2025-02-02 00:28:15,20250202
123,Feature C,8,38.9,2025-01-21 09:22:46,20250121
124,Feature A,82,353.7,2025-03-20 23:24:35,20250320
124,Feature B,95,203.8,2025-01-24 12:33:31,20250124
124,Feature C,54,230.5,2025-01-23 21:57:22,20250123
125,Feature A,56,134.5,2025-02-24 19:25:33,20250224
125,Feature B,5,10.2,2025-01-24 21:42:40,20250124
125,Feature C,52,232.6,2025-03-05 01:22:08,20250305
126,Feature A,44,200.6,2025-01-25 18:28:32,20250125
126,Feature B,21,104.2,2025-02-07 08:54:17,20250207
126,Feature C,59,231.0,2025-03-07 20:49:39,20250307
127,Feature A,39,149.0,2025-01-02 18:24:45,20250102
127,Feature B,9,38.9,2025-01-06 13:46:17,20250106
127,Feature C,33,111.5,2025-03-14 20:51:34,20250314
128,Feature A,55,124.9,2025-02-23 08:23:22,20250223
128,Feature B,49,213.7,2025-02-15 11:33:45,20250215
128,Feature C,89,408.7,2025-03-14 22:18:24,20250314
129,Feature A,26,64.2,2025-01-10 15:56:01,20250110
129,Feature B,48,186.0,2025-03-15 07:24:43,20250315
129,Feature C,38,105.9,2025-01-22 06:40:34,20250122
130,Feature A,70,118.2,2025-01-13 22:55:55,20250113
130,Feature B,84,180.1,2025-03-26 01:52:02,20250326
130,Feature C,59,260.0,2025-03-18 08:50:07,20250318
131,Feature A,97,340.4,2025-02-06 22:35:42,20250206
131,Feature B,49,168.1,2025-03-09 07:49:06,20250309
131,Feature C,93,185.2,2025-02-03 21:13:52,20250203
132,Feature A,99,453.3,2025-03-23 02:08:57,20250323
132,Feature B,68,245.1,2025-01-02 06:59:55,20250102
132,Feature C,89,381.0,2025-03-24 21:22:54,20250324
133,Feature A,90,136.8,2025-03-16 15:10:23,20250316
133,Feature B,52,109.3,2025-02-03 14:36:42,20250203
133,Feature C,95,456.9,2025-02-01 23:36:50,20250201
134,Feature A,47,89.3,2025-02-21 19:12:02,20250221
134,Feature B,72,303.0,2025-03-15 19:59:53,20250315
134,Feature C,53,225.6,2025-02-22 23:14:02,20250222
135,Feature A,29,129.2,2025-03-01 07:56:22,20250301
135,Feature B,37,151.4,2025-02-03 15:16:14,20250203
135,Feature C,88,301.9,2025-03-06 19:41:10,20250306
136,Feature A,64,310.9,2025-01-28 03:54:46,20250128
136,Feature B,97,152.1,2025-01-28 19:59:43,20250128
136,Feature C,74,112.9,2025-03-31 14:01:53,20250331
137,Feature A,99,312.3,2025-01-11 12:09:25,20250111
137,Feature B,28,69.2,2025-02-18 15:11:41,20250218
137,Feature C,2,2.3,2025-01-26 01:57:17,20250126
138,Feature A,8,22.6,2025-02-01 04:58:17,20250201
138,Feature B,31,83.4,2025-03-24 08:06:15,20250324
138,Feature C,50,153.6,2025-01-20 09:23:07,20250120
139,Feature A,32,98.7,2025-01-26 09:38:15,20250126
139,Feature B,32,153.7,2025-02-12 23:47:12,20250212
139,Feature C,94,397.5,2025-02-20 06:50:57,20250220
140,Feature A,100,329.9,2025-02-26 22:49:30,20250226
140,Feature B,10,29.7,2025-02-16 21:23:12,20250216
140,Feature C,87,427.8,2025-03-12 10:10:44,20250312
141,Feature A,40,49.1,2025-02-14 04:27:47,20250214
141,Feature B,40,93.8,2025-02-16 19:17:27,20250216
141,Feature C,10,23.4,2025-03-16 17:56:00,20250316
142,Feature A,52,164.1,2025-03-13 16:47:53,20250313
142,Feature B,61,73.0,2025-03-24 07:46:30,20250324
142,Feature C,46,54.2,2025-02-17 15:14:35,20250217
143,Feature A,91,161.1,2025-02-28 12:53:02,20250228
143,Feature B,91,407.7,2025-02-16 20:36:42,20250216
143,Feature C,8,32.3,2025-02-26 09:08:34,20250226
144,Feature A,77,347.9,2025-02-20 22:12:04,20250220
144,Feature B,54,109.5,2025-01-12 14:18:01,20250112
144,Feature C,14,67.0,2025-03-29 09:48:21,20250329
145,Feature A,30,35.0,2025-02-25 09:30:05,20250225
145,Feature B,61,186.0,2025-01-05 00:46:38,20250105
145,Feature C,93,254.4,2025-03-09 14:54:39,20250309
146,Feature A,90,177.5,2025-03-07 21:55:22,20250307
146,Feature B,55,242.3,2025-03-19 11:10:05,20250319
146,Feature C,41,74.6,2025-03-19 12:26:43,20250319
147,Feature A,90,212.9,2025-03-25 10:06:05,20250325
147,Feature B,23,106.0,2025-03-14 03:45:59,20250314
147,Feature C,71,304.8,2025-03-29 03:13:45,20250329
148,Feature A,40,161.8,2025-03-27 00:31:38,20250327
148,Feature B,80,284.3,2025-01-26 08:30:19,20250126
148,Feature C,56,99.3,2025-03-16 16:55:57,20250316
149,Feature A,52,253.0,2025-03-18 14:55:24,20250318
149,Feature B,18,67.2,2025-03-18 23:49:08,20250318
149,Feature C,58,156.7,2025-01-02 15:36:39,20250102
150,Feature A,27,68.0,2025-01-10 05:21:30,20250110
150,Feature B,19,71.4,2025-03-01 09:29:22,20250301
150,Feature C,44,148.0,2025-02-15 15:56:03,20250215
151,Feature A,4,8.9,2025-03-07 09:49:51,20250307
151,Feature B,98,113.1,2025-02-23 18:20:26,20250223
151,Feature C,35,165.3,2025-03-13 17:13:46,20250313
152,Feature A,69,335.1,2025-01-26 11:39:07,20250126
152,Feature B,78,169.2,2025-03-15 07:50:41,20250315
152,Feature C,36,114.9,2025-01-02 09:37:08,20250102
153,Feature A,73,241.2,2025-01-13 03:57:41,20250113
153,Feature B,18,72.9,2025-01-15 07:12:32,20250115
153,Feature C,43,202.0,2025-02-21 15:08:39,20250221
154,Feature A,13,54.7,2025-02-06 11:23:51,20250206
154,Feature B,83,215.8,2025-02-12 08:04:36,20250212
154,Feature C,79,206.1,2025-02-02 23:26:18,20250202
155,Feature A,80,336.0,2025-02-25 08:43:47,20250225
